[26Jul2025 15:48:52.668] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 40.2.21, --fml.mcVersion, 1.18.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220404.173914, nogui]
[26Jul2025 15:48:52.671] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 9.1.3+9.1.3+main.9b69c82a starting: java version 17.0.15 by Ubuntu
[26Jul2025 15:48:52.829] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/Server0/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2314!/ Service=ModLauncher Env=SERVER
[26Jul2025 15:48:53.133] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Server0/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.18.2-40.2.21/fmlcore-1.18.2-40.2.21.jar is missing mods.toml file
[26Jul2025 15:48:53.135] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Server0/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.18.2-40.2.21/javafmllanguage-1.18.2-40.2.21.jar is missing mods.toml file
[26Jul2025 15:48:53.136] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Server0/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.18.2-40.2.21/lowcodelanguage-1.18.2-40.2.21.jar is missing mods.toml file
[26Jul2025 15:48:53.138] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Server0/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.18.2-40.2.21/mclanguage-1.18.2-40.2.21.jar is missing mods.toml file
[26Jul2025 15:48:53.318] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 2 dependencies adding them to mods collection
[26Jul2025 15:48:54.974] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[26Jul2025 15:49:04.069] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tweaks.module.GlassShardModule
[26Jul2025 15:49:04.073] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tweaks.module.EnhancedLaddersModule
[26Jul2025 15:49:04.075] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tweaks.module.EmotesModule
[26Jul2025 15:49:04.083] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tweaks.module.DragonScalesModule
[26Jul2025 15:49:04.086] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tweaks.module.DoubleDoorOpeningModule
[26Jul2025 15:49:04.086] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tweaks.module.CompassesWorkEverywhereModule
[26Jul2025 15:49:04.089] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tweaks.module.CampfiresBoostElytraModule
[26Jul2025 15:49:04.091] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tweaks.module.BetterElytraRocketModule
[26Jul2025 15:49:04.095] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tweaks.module.AutomaticRecipeUnlockModule
[26Jul2025 15:49:04.096] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tweaks.module.ArmedArmorStandsModule
[26Jul2025 15:49:04.097] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tools.module.TrowelModule
[26Jul2025 15:49:04.106] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tools.module.SlimeInABucketModule
[26Jul2025 15:49:04.108] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tools.module.SkullPikesModule
[26Jul2025 15:49:04.114] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tools.module.SeedPouchModule
[26Jul2025 15:49:04.126] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tools.module.PickarangModule
[26Jul2025 15:49:04.140] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tools.module.PathfinderMapsModule
[26Jul2025 15:49:04.148] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tools.module.ParrotEggsModule
[26Jul2025 15:49:04.152] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tools.module.EndermoshMusicDiscModule
[26Jul2025 15:49:04.159] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tools.module.ColorRunesModule
[26Jul2025 15:49:04.171] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tools.module.CameraModule
[26Jul2025 15:49:04.178] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tools.module.BundleRecipeModule
[26Jul2025 15:49:04.182] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tools.module.BottledCloudModule
[26Jul2025 15:49:04.184] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tools.module.BeaconRedirectionModule
[26Jul2025 15:49:04.234] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tools.module.AncientTomesModule
[26Jul2025 15:49:04.247] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tools.module.AmbientDiscsModule
[26Jul2025 15:49:04.250] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.tools.module.AbacusModule
[26Jul2025 15:49:04.278] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.mobs.module.WraithModule
[26Jul2025 15:49:04.301] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.mobs.module.ToretoiseModule
[26Jul2025 15:49:04.308] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.mobs.module.StonelingsModule
[26Jul2025 15:49:04.322] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.mobs.module.ShibaModule
[26Jul2025 15:49:04.326] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.mobs.module.FrogsModule
[26Jul2025 15:49:04.342] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.mobs.module.FoxhoundModule
[26Jul2025 15:49:04.351] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.mobs.module.ForgottenModule
[26Jul2025 15:49:04.378] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.mobs.module.CrabsModule
[26Jul2025 15:49:04.379] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.management.module.QuickArmorSwappingModule
[26Jul2025 15:49:04.383] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.management.module.ItemSharingModule
[26Jul2025 15:49:04.385] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.management.module.InventorySortingModule
[26Jul2025 15:49:04.387] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.management.module.HotbarChangerModule
[26Jul2025 15:49:04.390] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.management.module.ExpandedItemInteractionsModule
[26Jul2025 15:49:04.392] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.management.module.EasyTransferingModule
[26Jul2025 15:49:04.394] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.management.module.ChestsInBoatsModule
[26Jul2025 15:49:04.398] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.experimental.module.ZombieVillagersOnNormalModule
[26Jul2025 15:49:04.399] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.experimental.module.SpawnerReplacerModule
[26Jul2025 15:49:04.400] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.experimental.module.OverlayShaderModule
[26Jul2025 15:49:04.401] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.experimental.module.NarratorReadoutModule
[26Jul2025 15:49:04.406] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.experimental.module.GameNerfsModule
[26Jul2025 15:49:04.407] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.experimental.module.EnchantmentsBegoneModule
[26Jul2025 15:49:04.407] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.experimental.module.AdjustableChatModule
[26Jul2025 15:49:04.412] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.VariantAnimalTexturesModule
[26Jul2025 15:49:04.413] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.UsesForCursesModule
[26Jul2025 15:49:04.414] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.UsageTickerModule
[26Jul2025 15:49:04.415] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.SoulCandlesModule
[26Jul2025 15:49:04.424] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.MicrocraftingHelperModule
[26Jul2025 15:49:04.426] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.ImprovedTooltipsModule
[26Jul2025 15:49:04.433] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.GreenerGrassModule
[26Jul2025 15:49:04.437] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.ChestSearchingModule
[26Jul2025 15:49:04.440] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.BackButtonKeybind
[26Jul2025 15:49:04.444] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.client.module.AutoWalkKeybindModule
[26Jul2025 15:49:04.446] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.WoodenPostsModule
[26Jul2025 15:49:04.456] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.VerticalSlabsModule
[26Jul2025 15:49:04.463] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.VerticalPlanksModule
[26Jul2025 15:49:04.467] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.VariantLaddersModule
[26Jul2025 15:49:04.471] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.VariantFurnacesModule
[26Jul2025 15:49:04.489] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.VariantChestsModule
[26Jul2025 15:49:04.520] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.VariantBookshelvesModule
[26Jul2025 15:49:04.521] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.ThatchModule
[26Jul2025 15:49:04.522] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.SturdyStoneModule
[26Jul2025 15:49:04.523] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.StoolsModule
[26Jul2025 15:49:04.529] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.SoulSandstoneModule
[26Jul2025 15:49:04.533] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.ShinglesModule
[26Jul2025 15:49:04.535] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.ShearVinesModule
[26Jul2025 15:49:04.546] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.RopeModule
[26Jul2025 15:49:04.548] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.OrientalPaletteModule
[26Jul2025 15:49:04.555] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.NetherBrickFenceGateModule
[26Jul2025 15:49:04.556] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.MoreStoneVariantsModule
[26Jul2025 15:49:04.560] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.MorePottedPlantsModule
[26Jul2025 15:49:04.561] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.MoreBrickTypesModule
[26Jul2025 15:49:04.566] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.MidoriModule
[26Jul2025 15:49:04.566] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.LeafCarpetModule
[26Jul2025 15:49:04.568] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.IndustrialPaletteModule
[26Jul2025 15:49:04.569] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.HedgesModule
[26Jul2025 15:49:04.571] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.GrateModule
[26Jul2025 15:49:04.574] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.GoldBarsModule
[26Jul2025 15:49:04.594] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.GlassItemFrameModule
[26Jul2025 15:49:04.596] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.FramedGlassModule
[26Jul2025 15:49:04.607] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.DuskboundBlocksModule
[26Jul2025 15:49:04.609] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.CompressedBlocksModule
[26Jul2025 15:49:04.616] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.building.module.CelebratoryLampsModule
[26Jul2025 15:49:04.624] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.RedstoneRandomizerModule
[26Jul2025 15:49:04.625] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.PistonsMoveTileEntitiesModule
[26Jul2025 15:49:04.626] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.ObsidianPlateModule
[26Jul2025 15:49:04.633] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.MetalButtonsModule
[26Jul2025 15:49:04.639] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.JukeboxAutomationModule
[26Jul2025 15:49:04.640] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.IronRodModule
[26Jul2025 15:49:04.649] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.GravisandModule
[26Jul2025 15:49:04.657] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.FeedingTroughModule
[26Jul2025 15:49:04.662] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.EnderWatcherModule
[26Jul2025 15:49:04.663] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.DispensersPlaceBlocksModule
[26Jul2025 15:49:04.666] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.ChuteModule
[26Jul2025 15:49:04.670] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.content.automation.module.ChainsConnectBlocksModule
[26Jul2025 15:49:04.673] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.TotemOfHoldingModule
[26Jul2025 15:49:04.685] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.TinyPotatoModule
[26Jul2025 15:49:04.697] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.PipesModule
[26Jul2025 15:49:04.709] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.MatrixEnchantingModule
[26Jul2025 15:49:04.720] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.MagnetsModule
[26Jul2025 15:49:04.723] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.CrateModule
[26Jul2025 15:49:04.734] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.BackpackModule
[26Jul2025 15:49:04.739] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step CONSTRUCT
[26Jul2025 15:49:10.327] [main/INFO] [quark/]: Dispatching Module Step REGISTER
[26Jul2025 15:49:11.858] [main/INFO] [quark/]: Dispatching Module Step POST_REGISTER
[26Jul2025 15:49:12.317] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `minecraft` for name `shulker_shell`, expected `supplementaries`. This could be a intended override, but in most cases indicates a broken mod.
[26Jul2025 15:49:12.822] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `minecraft` for name `milk`, expected `forge`. This could be a intended override, but in most cases indicates a broken mod.
[26Jul2025 15:49:12.823] [main/INFO] [net.minecraftforge.registries.GameData/]: Potentially Dangerous alternative prefix `minecraft` for name `flowing_milk`, expected `forge`. This could be a intended override, but in most cases indicates a broken mod.
[26Jul2025 15:49:13.344] [main/INFO] [quark/]: Loading Module Redstone Randomizer
[26Jul2025 15:49:13.345] [main/INFO] [quark/]: Loading Module Pistons Move Tile Entities
[26Jul2025 15:49:13.346] [main/INFO] [quark/]: Loading Module Obsidian Plate
[26Jul2025 15:49:13.349] [main/INFO] [quark/]: Loading Module Metal Buttons
[26Jul2025 15:49:13.349] [main/INFO] [quark/]: Loading Module Jukebox Automation
[26Jul2025 15:49:13.350] [main/INFO] [quark/]: Loading Module Iron Rod
[26Jul2025 15:49:13.351] [main/INFO] [quark/]: Loading Module Gravisand
[26Jul2025 15:49:13.351] [main/INFO] [quark/]: Loading Module Feeding Trough
[26Jul2025 15:49:13.354] [main/INFO] [quark/]: Loading Module Ender Watcher
[26Jul2025 15:49:13.357] [main/INFO] [quark/]: Loading Module Dispensers Place Blocks
[26Jul2025 15:49:13.359] [main/INFO] [quark/]: Loading Module Chute
[26Jul2025 15:49:13.359] [main/INFO] [quark/]: Loading Module Chains Connect Blocks
[26Jul2025 15:49:13.359] [main/INFO] [quark/]: Loading Module Wooden Posts
[26Jul2025 15:49:13.360] [main/INFO] [quark/]: Loading Module Vertical Slabs
[26Jul2025 15:49:13.360] [main/INFO] [quark/]: Loading Module Vertical Planks
[26Jul2025 15:49:13.360] [main/INFO] [quark/]: Loading Module Variant Ladders
[26Jul2025 15:49:13.360] [main/INFO] [quark/]: Loading Module Variant Furnaces
[26Jul2025 15:49:13.360] [main/INFO] [quark/]: Loading Module Variant Chests
[26Jul2025 15:49:13.366] [main/INFO] [quark/]: Loading Module Variant Bookshelves
[26Jul2025 15:49:13.366] [main/INFO] [quark/]: Loading Module Thatch
[26Jul2025 15:49:13.366] [main/INFO] [quark/]: Loading Module Sturdy Stone
[26Jul2025 15:49:13.366] [main/INFO] [quark/]: Loading Module Stools
[26Jul2025 15:49:13.367] [main/INFO] [quark/]: Loading Module Soul Sandstone
[26Jul2025 15:49:13.367] [main/INFO] [quark/]: Loading Module Shingles
[26Jul2025 15:49:13.367] [main/INFO] [quark/]: Loading Module Shear Vines
[26Jul2025 15:49:13.368] [main/INFO] [quark/]: Loading Module Rope
[26Jul2025 15:49:13.369] [main/INFO] [quark/]: Loading Module Oriental Palette
[26Jul2025 15:49:13.369] [main/INFO] [quark/]: Loading Module Nether Brick Fence Gate
[26Jul2025 15:49:13.369] [main/INFO] [quark/]: Loading Module More Stone Variants
[26Jul2025 15:49:13.370] [main/INFO] [quark/]: Loading Module More Potted Plants
[26Jul2025 15:49:13.370] [main/INFO] [quark/]: Loading Module More Brick Types
[26Jul2025 15:49:13.370] [main/INFO] [quark/]: Loading Module Midori
